WFOID,description,type,language,contributor,audience,rightsHolder,created,creator,source,rights,license
wfo-0000712103,<i>Gyminda latifolia</i> grows in Dry Broadleaf Evergreen Formations – Woodland/Shrublands (scrublands).,habitat,EN,Ethan Freid,,,2020-05-12,Ethan Freid,ref-0000712103.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000976176,<i>Guettarda nashii</i> grows in Dry Broadleaf Evergreen Formation- Shrubland/Dwarf Shrublands (scrublands).,habitat,EN,Ethan Freid,,,2020-05-12,Ethan Freid,ref-0000976176.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000195655,"<i>Indigofera suffruticosa</i> grows in Human Altered environments (old fields, yards roadsides).",habitat,EN,Ethan Freid,,,2020-05-13,Ethan Freid,ref-0000195655.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000449055,<i>Myrsine cubana</i> grows in Dry Broadleaf Evergreen Formation- Forest/Shrubland (coppice and savannas) and Pine Woodlands.,habitat,EN,Ethan Freid,,,2020-05-13,Ethan Freid,ref-0000449055.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001024566,"<i>Physalis angulata</i> grows in Human Altered environments (yards, abandoned fields, roadsides).",habitat,EN,Ethan Freid,,,2020-05-13,Ethan Freid,ref-0001024566.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001238811,<i>Zanthoxylum rhodoxylon</i> grows primarily as an understory shrub (occasional tree) in Dry Broadleaf Evergreen Formation – Forest/Shrubland and Pine Woodlands.,habitat,EN,Ethan Freid,,,2020-05-13,Ethan Freid,ref-0001238811.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000254905,<i>Acalypha wilkesiana</i> grows in Human Altered environments (yards).,habitat,EN,Ethan Freid,,,2020-05-14,Ethan Freid,ref-0000254905.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000567916,"<i>Boerhavia diffusa</i> grows in sandy Human Altered environments (yards, abandoned fields, roadsides).",habitat,EN,Ethan Freid,,,2020-05-14,Ethan Freid,ref-0000567916.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000606535,"<i>Cissus microcarpa</i> grows climbing on other vegetation in Dunes, Mangroves, and Dry Broadleaf Evergreen Formation – Woodland and Shrublands (open coppice).",habitat,EN,Ethan Freid,,,2020-05-14,Ethan Freid,ref-0000606535.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000858591,"<i>Cenchrus echinatus</i> grows in sandy areas in Human Altered environments (lawns, abandoned fields, disturbed areas). ",habitat,EN,Ethan Freid,,,2020-05-14,Ethan Freid,ref-0000858591.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000858615,"<i>Cenchrus gracillimus</i> grows in sandy areas in Human Altered environments (lawns, abandoned fields, disturbed areas).",habitat,EN,Ethan Freid,,,2020-05-14,Ethan Freid,ref-0000858615.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000224027,<i>Lasiocroton bahamensis</i> grows in open rocky Dry Broadleaf Evergreen Formation – Forest/Shrublands (coppice).,habitat,EN,Ethan Freid,,,2020-05-18,Ethan Freid,ref-0000224027.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000284421,"<i>Psidium guajava</i> occurs in Human Altered environments (yard, farms, and abandoned fields).",habitat,EN,Ethan Freid,,,2020-05-18,Ethan Freid,ref-0000284421.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000326277,<i>Bernardia dichotoma</i> grows in Dry Broadleaf Evergreen Formation – Forest/Shrublands (coppice).,habitat,EN,Ethan Freid,,,2020-05-18,Ethan Freid,ref-0000326277.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000020805,"<i>Gaillardia pulchella</i> grows in Human Altered environments (yards, roadsides, old fields).",habitat,EN,Ethan Freid,,,2020-05-19,Ethan Freid,ref-0000020805.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000251577,<i>Nerium oleander</i> grows in Human Altered environments (yards and roadsides).,habitat,EN,Ethan Freid,,,2020-05-19,Ethan Freid,ref-0000251577.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000279184,<i>Plumeria rubra</i> grows in Human Altered environments (yards and gardens).,habitat,EN,Ethan Freid,,,2020-05-19,Ethan Freid,ref-0000279184.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000487062,<i>Plumbago zeylanica</i> grows in Human Altered environments (yards and gardens).,habitat,EN,Ethan Freid,,,2020-05-19,Ethan Freid,ref-0000487062.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000865718,"<i>Eleusine indica</i> grows in Human Altered environments (yard, old fields, roadsides, lawns). ",habitat,EN,Ethan Freid,,,2020-05-19,Ethan Freid,ref-0000865718.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000589312,<i>Tradescantia pallida</i> grows in Human Altered environments (yards and gardens).,habitat,EN,Ethan Freid,,,2020-05-21,Ethan Freid,ref-0000589312.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000589684,<i>Tradescantia spathacea</i> grows in Human Altered environments (yards and gardens) but does escape into Dry Broadleaf Evergreen Formations – Forest/Shrublands (coppice).,habitat,EN,Ethan Freid,,,2020-05-21,Ethan Freid,ref-0000589684.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000803551,<i>Carissa macrocarpa</i> grows in Human Altered environments (yards and gardens).,habitat,EN,Ethan Freid,,,2020-05-21,Ethan Freid,ref-0000803551.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000965116,<i>Euphorbia tirucalli</i> grows in Human Altered environments (yards and gardens).,habitat,EN,Ethan Freid,,,2020-05-21,Ethan Freid,ref-0000965116.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000401309,"<i>Ruellia tuberosa</i> grows in Human Altered environments (yards, gardens, abandoned fields).",habitat,EN,Ethan Freid,,,2020-05-22,Ethan Freid,ref-0000401309.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000538920,"<i>Antigonon leptopus</i> grows in Human Altered environments (yards, gardens, abandoned fields) and has become weedy in Dry Broadleaf Evergreen Formations (coppice).",habitat,EN,Ethan Freid,,,2020-05-22,Ethan Freid,ref-0000538920.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000632151,"<i>Asparagus densiflorus</i> grows in Human Altered environments (yards, gardens, abandoned fields) and has become weedy in the understory in Dry Broadleaf Evergreen Formations (coppice).",habitat,EN,Ethan Freid,,,2020-05-22,Ethan Freid,ref-0000632151.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000634742,"<i>Asparagus setaceus</i> grows in Human Altered environments (yards, gardens, abandoned fields) and has become weedy in the understory in Dry Broadleaf Evergreen Formations (coppice).",habitat,EN,Ethan Freid,,,2020-05-22,Ethan Freid,ref-0000634742.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001085051,<i>Moringa oleifera</i> grows in Human Altered environments (yards and gardens).,habitat,EN,Ethan Freid,,,2020-05-22,Ethan Freid,ref-0001085051.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000358795,<i>Commelina erecta</i> grows in Human Altered environments (yards and gardens).,habitat,EN,Ethan Freid,,,2020-05-25,Ethan Freid,ref-0000358795.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000687501,<I>Ficus benghalensis</i> grows in Human Altered environments (yards and gardens).,habitat,EN,Ethan Freid,,,2020-05-25,Ethan Freid,ref-0000687501.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000819088,<i>Catesbaea foliosa</i> grows in Dry Broadleaf Evergreen Formations (coppice).,habitat,EN,Ethan Freid,,,2020-05-25,Ethan Freid,ref-0000819088.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000819260,"<i>Catesbaea parviflora</i> grows in Dry Broadleaf Evergreen Formations (coppice), Dunes, Pine Woodlands and near saline flats and Mangroves.",habitat,EN,Ethan Freid,,,2020-05-25,Ethan Freid,ref-0000819260.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000819442,<i>Catharanthus roseus</i> grows in Human Altered environments (yards and roadsides).,habitat,EN,Ethan Freid,,,2020-05-25,Ethan Freid,ref-0000819442.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000101479,"<i>Sphagneticola trilobata</i> grows in Human Altered environments (yards, gardens, abandoned fields).",habitat,EN,Ethan Freid,,,2020-05-26,Ethan Freid,ref-0000101479.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000127155,"<i>Calyptocarpus vialis</i> grows in Human Altered environments (yards, lawns, gardens, abandoned fields).",habitat,EN,Ethan Freid,,,2020-05-26,Ethan Freid,ref-0000127155.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000165372,"<i>Mimosa pudica</i> grows in Human Altered environments (lawns, yards, gardens).",habitat,EN,Ethan Freid,,,2020-05-26,Ethan Freid,ref-0000165372.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000170926,"<i>Tamarindus indica</i> grows in Human Altered environments (old fields, yards roadsides).",habitat,EN,Ethan Freid,,,2020-05-26,Ethan Freid,ref-0000170926.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000468843,"<i>Punica granatum</i> grows in Human Altered environments (yards, gardens).",habitat,EN,Ethan Freid,,,2020-05-26,Ethan Freid,ref-0000468843.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000901566,"<i>Sporobolus virginicus</i> grows in Dunes, Saline Flats and the edges of Mangrove areas.",habitat,EN,Ethan Freid,,,2020-05-26,Ethan Freid,ref-0000901566.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000164219,"<i>Tephrosia cinerea</i> grows in Human Altered environments (old fields, yards roadsides).",habitat,EN,Ethan Freid,,,2020-05-27,Ethan Freid,ref-0000164219.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001424423,"<i>Dracaena hyacinthoides</i> grows in Human Altered environments (yards, gardens, abandoned fields).",habitat,EN,Ethan Freid,,,2020-05-27,Ethan Freid,ref-0001424423.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000065156,"<i>Parthenium hysterophorus</i> grows in Human Altered environments (fields, yards, roadsides).",habitat,EN,Ethan Freid,,,2020-06-02,Ethan Freid,ref-0000065156.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000239797,"<i>Melaleuca quinquenervia</i>  grows in Fresh Water Wetlands, and near wet  Pine Woodlands and Dry Broadleaf Evergreen Formations -Forests/Shrublands  (coppice).",habitat,EN,Ethan Freid,,,2020-06-02,Ethan Freid,ref-0000239797.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000447382,"<i>Myrica cerifera</i> grows around Fresh Water wetlands, Pine Woodlands, and in wet Dry Broadleaf Evergreen Formations – Forests/Shrublands (coppice).",habitat,EN,Ethan Freid,,,2020-06-02,Ethan Freid,ref-0000447382.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000594910,<i>Typha domingensis</i> grows in Fresh Water Wetlands typically in areas with eutrophication occurring.,habitat,EN,Ethan Freid,,,2020-06-02,Ethan Freid,ref-0000594910.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000510862,<i>Abelmoschus esculentus</i> grows  in sandy Human Altered environments (farms).,habitat,EN,Ethan Freid,,,2020-06-25,Ethan Freid,ref-0000510862.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000209124,"<i>Crotalaria pallida</i> grows in Human Altered environments (old fields, yards, roadsides) as well as in Dunes/sandy areas.",habitat,EN,Ethan Freid,,,2020-07-07,Ethan Freid,ref-0000209124.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000452202,"<i>Melochia pyramidata</i> grows in Pine Woodlands, the edges of Dry Broadleaf Evergreen Formation – Shrublands (scrubland), and Human Altered environments (roadsides/abandoned fields).",habitat,EN,Ethan Freid,,,2020-08-05,Ethan Freid,ref-0000452202.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001296663,<i>Ipomoea carnea</i> grows in Human Altered environments (yards and gardens).,habitat,EN,Ethan Freid,,,2020-08-05,Ethan Freid,ref-0001296663.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000628489,"<i>Cryptostegia grandiflora</i> grows in Human Altered environments (yards, abandoned fields, roadsides).",habitat,EN,Ethan Freid,,,2020-08-06,Ethan Freid,ref-0000628489.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000764396,<i>Crinum asiaticum</i> grows in Human Altered environments (yards and gardens).,habitat,EN,Ethan Freid,,,2020-08-06,Ethan Freid,ref-0000764396.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000764753,<i>Crinum zeylanicum</i> grows in Human Altered environments (yards and gardens).,habitat,EN,Ethan Freid,,,2020-08-06,Ethan Freid,ref-0000764753.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000810099,<i>Cascabela thevetia</i> grows in Human Altered environments (yards and roadsides).,habitat,EN,Ethan Freid,,,2020-08-06,Ethan Freid,ref-0000810099.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000018279,<i>Tithonia diversifolia</i> in Human Altered environments (yards and gardens).,habitat,EN,Ethan Freid,,,2020-08-13,Ethan Freid,ref-0000018279.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000214363,<i>Caesalpinia pulcherrima</i> grows in Human Altered environments (yards and gardens).,habitat,EN,Ethan Freid,,,2020-08-13,Ethan Freid,ref-0000214363.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000567944,"<i>Boerhavia erecta</i> grows in sandy Human Altered environments (yards, abandoned fields, roadsides).",habitat,EN,Ethan Freid,,,2020-08-13,Ethan Freid,ref-0000567944.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000607033,"<i>Cissus verticillata</i> grows climbing on other vegetation along the edges of Dry Broadleaf Evergreen Formations (coppice) and Human Altered environments (roadsides, abandoned fields, fences).",habitat,EN,Ethan Freid,,,2020-08-13,Ethan Freid,ref-0000607033.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000687511,"<i>Ficus benjamina</i> grows in Human Altered environments (yards, gardens, inside homes as potted plants).",habitat,EN,Ethan Freid,,,2020-08-13,Ethan Freid,ref-0000687511.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000116726,"<i>Helianthus argophyllus</i> in Human Altered environments (yards, gardens, fields, waste areas).",habitat,EN,Ethan Freid,,,2020-08-14,Ethan Freid,ref-0000116726.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000203743,"<i>Cajanus cajan</i> grows in Human Altered environments (farms, yards).",habitat,EN,Ethan Freid,,,2020-08-14,Ethan Freid,ref-0000203743.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000298327,<i>Roystonea borinquena</i> grows in Human Altered environments (yards and gardens).,habitat,EN,Ethan Freid,,,2020-08-14,Ethan Freid,ref-0000298327.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000898104,<i>Schizachyrium gracile</i> grows in Pine Woodlands and roadsides.,habitat,EN,Ethan Freid,,,2020-08-14,Ethan Freid,ref-0000898104.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001299505,"<i>Kalanchoe daigremontiana</i> grows in Human Altered environments (yards, gardens, waste areas).",habitat,EN,Ethan Freid,,,2020-08-14,Ethan Freid,ref-0001299505.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000124764,"<i>Pseudogynoxys chenopodioides</i> in Human Altered environments (yards, gardens, fields, waste areas).",habitat,EN,Ethan Freid,,,2020-08-15,Ethan Freid,ref-0000124764.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000412108,<i>Breynia disticha</i> grows in Human Altered environments (yards and gardens).,habitat,EN,Ethan Freid,,,2020-08-15,Ethan Freid,ref-0000412108.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000474309,"<i>Parthenocissus quinquefolia</i> grows climbing on other vegetation in Dry Broadleaf Evergreen Formations (coppice), Pine Woodlands, and Human Altered environments (roadsides, abandoned fields, fences).",habitat,EN,Ethan Freid,,,2020-08-15,Ethan Freid,ref-0000474309.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-1000022844,"<i>Heptapleurum actinophyllum</i> grows in Human Altered environments (yards, roadsides, and abandoned fields).",habitat,EN,Ethan Freid,,,2020-08-15,Ethan Freid,ref-1000022844.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000435489,"<i>Spondias purpurea</i> grows in Human Altered environments (yards, gardens, farms).",habitat,EN,Ethan Freid,,,2020-08-16,Ethan Freid,ref-0000435489.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000940858,"<i>Aleurites moluccanus</i> grows in Human Altered environments (yards, gardens, farms).",habitat,EN,Ethan Freid,,,2020-08-16,Ethan Freid,ref-0000940858.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001077669,<i>Hibiscus tiliaceus</i> grows in saline and coastal environments primarily in areas that may be brackish such as the back of Mangrove areas or behind Rocky Shores and Dunes.,habitat,EN,Ethan Freid,,,2020-08-16,Ethan Freid,ref-0001077669.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000379831,"<i>Cyperus planifolius</i> grows in Dunes and sandy Human Altered environments (yards, old fields).",habitat,EN,Ethan Freid,,,2020-08-17,Ethan Freid,ref-0000379831.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000867400,<i>Eragrostis bahamensis</i> grows in open flat rocky areas and in regularly disturbed areas including roadsides.,habitat,EN,Ethan Freid,,,2020-08-17,Ethan Freid,ref-0000867400.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000878966,"<i>Megathyrsus maximus</i> grows in Human Altered environments (farms, old fields, waste areas).",habitat,EN,Ethan Freid,,,2020-08-17,Ethan Freid,ref-0000878966.02,Leon Levy Native Plant Preserve.,All rights Preserved
