Wfo,Distribution
wfo-0001027503,"Endemic to the Samaná Peninsula of the Dominican Republic in northeastern Hispaniola, in matorrales and forests on limestone derived from ancient corals from sea level to 350 m elevation."
wfo-0001030622,"Solanum pseudopedunculatum is endemic to Fiji on the islands of Kanduvau, Vanua Levu, and Viti Levu; it grows in forest and secondary thickets, from 50 to 1,150 m elevation."
wfo-0001032458,"Cape York Peninsula in Queensland, Australia; however, it can also be found in the southernmost part of New Guinea. It is the only abundant species in Solanum section Dunaliana in Australia. Solanum viridifolium is adapted for disturbed sites. It is found in rainforest especially in rainforest regrowth and margins, in open areas, along roads, along streams, in old garden sites, in old village sites, along the inner edge of mangroves, and in lowland grasslands near old gardens from sea level to 1220 m elevation.
"
wfo-0001027829,"Endemic to Puerto Rico, known only from the area around Las Tetas de Cayey in the southwestern part of the island in upland forests, from 200 to 800 m."
wfo-0001031022,"In rainforest on the islands of Kauai and Oahu, Hawaiian Islands, from 230-1100 m elevation.
"
wfo-0001029031,"In wet forest, often in secondary habitats, from tropical Mexico through Central America to northwestern South America at 150-1400 m in elevation. This species was not included in the recent Flora of Nicaragua (D'Arcy, 2000) although its range apparently extends throughout the rest of Central America.
"
wfo-0001031329,"Uncommon understory shrub or small tree in rainforests and cloud forests of the Cordillera de Talamanca of southern Costa Rica and adjacent parts of Chiriquí Province, Panama, at 1500-2100 m in elevation.
"
wfo-0001025685,A Central American species with two recognised subspecies occurring from Nicaragua to Panama in humid to subhumid and gallery forests from 100-1700 m.
wfo-0001025686,A Central American species with two recognised subspecies occurring from Nicaragua to Panama in humid to subhumid and gallery forests from 100-1700 m.
wfo-0001025687,Cerro Jefe and the area nearby in Costa Rica.
wfo-0001025652,"In cloud forests of the E Andean slope in Ecuador and N Peru, from 1000 to 1700 m."
wfo-0001027581,"Southern Ecuador (Prov. Loja) and northern Peru (Dept. Cajamarca), in the Amotape-Huancabamba phytogeographic zone (see Weigend 2002, 2004).Tropical moist forest along the western slopes of the Andes and the valley of the Río Marañon, from 1500-2200 m. Often found along roads and small streams in secondary situations.
"
wfo-0001028915,"Southeastern Brazil in the states of Espirito Santo, Minas Gerais and Rio de Janeiro. Solanum lacteum grows in wet Atlantic forests (Mata Atl&acirc;ntica, Floresta Ombrófila Densa) in forest understory of well preserved sites, from 600 to 1500 m elevation.
"
wfo-0001032542,The upper Huallaga basin (with one collection from adjacent Pasco department) in primary forest from 500-800(2000) m.
wfo-0001030522,"Found in the central Caribbean on St. Thomas, St. Jan and St. John (US Virgin Islands), Tortola and Virgen Gorda (British Virgin Islands), Isla Vieques off Puerto Rico, in eastern Cuba and on southern Hispaniola from 0-350 m in limestone and sandy areas. "
wfo-0001032509,Andean slopes in western and central Bolivia in Departments of Cochabamba and La Paz at 1800-3000 m in elevation.
wfo-0001027273,"In the Guianas, but it likely is found in adjacent regions of Brazil (Amapa, Para, and Amazonas), and perhaps in southeastern Venezuela; in forests, forest gaps or secondary vegetation from 50-1050m."
wfo-0001028680,"Restricted to the forest understory and forest edge of ocean-side Pandanus-Arocaria forest ca. 10 m elevation, Solanum insulae-pinorum is a calciferous endemic (Morat et al. 2001). It is restricted to a small area on &Icirc;le des Pins, New Caledonia, in the vicinity of&quot; la piscine naturelle&quot;.
"
wfo-0001344894,"Known only from the type locality at the Gruta da Lapinha, Lagoa Santa, Minas Gerais, in southeastern Brazil;  on well-drained soils in the understory of the seasonal forest (Floresta Estacional Semidecidual) that covers the entrance of caves as well as the canyons and blind valleys associated with the carbonatic rocky massifs of Lagoa Santa. This specific habitat is very stable with respect to temperature and humidity throughout the year, in comparison with Cerrado, the typical vegetation matrix in the region. An extensive subterranean system of rhizomes connects individuals in the populations we have sampled, indicating that this species is capable of vegetative reproduction. We observed no bees visiting the flowers. The green fruits, hanging and hidden under the foliage, suggest dispersal by bats that inhabit the caves, but the natural history of this species is in need of detailed study."
wfo-0001028692,"Solanum involucratum is widely distributed in Indochina and Malay Archipelago (Indonesia, Malaysia, and Christmas Island). Solanum involucratum is a plant of tropical evergreen or deciduous rainforest, it grows on limestone or on clay soil, also in secondary forests; from 50 to 1,400 m elevation."
wfo-0001031127,Known only from the eastern portion of the island of Hispaniola (currently collections only seen from the Dominican Republic) growing in forests from 300-1300 m elevation.
wfo-0001029073,"Only known from the island of Gran Canaria (Canary Islands, Spain) near Temisas in xeric areas on S and W facing slopes at 600-900 m elevation. Soils in the Temisas area are derived from Miocene ultrabasic lava and tuff (King, 1982)."
wfo-0001029569,"Restricted to the island of Anatom in Vanuatu, and the Loyalty islands of New Caledonia.
"
wfo-0001030580,"Along streams in humid forest from 100-200 m elevation in the southwestern part of the Grande Terre of New Caledonia.
"
wfo-0001030195,"Restricted to the Grande Terre of New Caledonia, S. pancheri is found in low forest from 5-200 m elevation. This species can be an understory shrub in intact forest which is very unusual for Solanum on New Caledonia. Solanums in general prefer disturbance such as forest edges or openings. Whalen (1984) listed at a serpentine endemic, but several specimens indicate it growing on calcareous substrates as well.
"
wfo-0001032286,"Solanum vanuatuense occurs on several islands in the Vanuatu archipelago; it is reported as growing in grass or low herbage, seaside, and on outcroppings of limestone from sea level to 200 m elevation."
wfo-0001028478,"Only known from the type locality in the vicinity of Pouembout at ca. 30 m on the Grande Terre, New Caledonia. It is likely that this species is highly geographically restricted like S. insulae-pinorum rather than simply under collected.
"
wfo-0001032453,"Across the Pacific from Fiji to the Pitcairn Islands and in Hawaii from sea level-300 m elevation. This species is both cultivated and feral in forests, thickets, and along beaches.
"
wfo-0001026422,"Widespread particularly on the southern half of the Grande Terre, on small coastal islands, the Loyalty Islands, and &Icirc;le des Pins, New Caledonia, typically near sea level but occurring up to 600 m elevation on calcareous and serpentine soils.
"
wfo-0001025847,"Solanum aloysiifolium is widely distributed and occurs from central Bolivia to central Argentina. Its southernmost range only just reaches Córdoba Province in central Argentina and it is much more common further north and westward towards the Andes; weedy species, often growing along roadsides and in open, disturbed areas in a wide variety of habitats, from 100 to 3,000 m elevation. Plants often occur in large patches and can be remarkably morphologically divergent in different habitats."
wfo-0001029053,"Occurs in the vicinity of Tsiba on the Grand Terre, New Caledonia, in shrubby vegetation on serpentine substrate (maquis) from 100-250 m elevation.
"
wfo-0001028583,"Endemic to the island of Hawaii, on old lava flows or old cinder cones in dry shrubby or forested habitats from 1000-2000 m elevation.
"
wfo-0001031701,"Widely distributed in continental sub-Saharan Africa (see also Table 2 in Knapp and Vortonsova 2016); also found in the Comoro Islands and on the Arabian peninsula in Yemen. We have seen specimens from Angola, Burundi, Cameroon, Central African Republic, Comoros, C&ocirc;te d'Ivoire, Democratic Republic of the Congo, Equatorial Guinea, Eritrea, Ethiopia, Gabon, Ghana, Guinea, Guinea Bissau, Kenya, Liberia, Malawi, Mozambique, Nigeria, Republic of Congo, Rwanda, São Tome e Principe, Sierra Leone, South Africa, South Sudan, Tanzania, Togo, Uganda, Yemen, Zambia, and Zimbabwe. It occurs in a wide variety of forest habitats; also from savannah; near sea level to 3300 m elevation. Swamp forests, humid forest, sclerophyllous woodland, grassland savannah. Plants growing in the open in savanna habitats area shorter and more shrub-like than those of forest edges or interiors.
"
wfo-0001029619,"Found along riverbanks, often occurring on sandbars that may be up to 3 m below the high water mark of the Guiana Shield in Suriname, French Guiana, Guyana, and Venezuela and into the Amazon Basin on the Rio Negro and Amazon Rivers in Brazil at 20-250 (450) m.
"
wfo-0001022550,"Costa Rica, Nicaragua, Panama, in cloud forest, premontane rainforest, montane forest, wet forest, tropical forest, sometimes in drainages, slopes, secondary forest or disturbed areas, 100-1500 (2000) m in elevation.
"
wfo-0001022271,"Mexico (state of Veracruz). In on the eastern slopes of two volcanos, Cofre de Perote and Citlaltépetl, in cloud forest and oak forest at 1750-2250 m in elevation.
"
wfo-0001032335,"Along the eastern slopes of the Andes from northern Ecuador to southern Peru (to the Department of Cuzco; see Nee, 2000 for a distribution map). Solanum verecundum occurs in premontane and montane forests, primarily in secondary growth (purma) and along roads, from 1200-2000 m.
"
wfo-0001025895,"Endemic to eastern Brazil in the states of Minas Gerais and Bahia, known from northernmost Minas Gerais and southern Bahia.Solanum amorimii is found in the understory of wet Atlantic forests (Floresta Ombrófila Densa, Mata Atl&acirc;ntica; IBGE 2012) from 50-1000 m, most commonly found at around 500-900 m elevation in very preserved sites.
"
wfo-0001022433,"El Salvador (Departments of Ahuachapán, Santa Ana, Sonsonate), Guatemala (Department of Quetzaltenango), and Mexico (States of Jalisco, Guerrero, Michoacan, Oaxaca, and Chiapas) in canyons or on slopes, in primary or secondary forest, often in the transition between tropical subdeciduous forest and cloud forest, including bosque mesofilo, selva mediana perennifolia, Liquidambar, oak, or pine-oak forest, rarely in fir forest, 1200-2500 m in elevation.
"
wfo-0001022489,"Mexico (Chiapas, Oaxaca, Puebla, and Veracruz), Belize (Toledo), Guatemala (Baja Verapaz, Izabal, Peten), and Honduras (Atlantida, Copan, and Yoro), in primary or secondary high forest or tropical dry forest, very rarely in cloud forest at the upper part of its elevational range, often on limestone, 80-1000 (1500) m in elevation.
"
wfo-0001022279,"Mexico (Chiapas, Oaxaca, and Veracruz), Guatemala (Baja Verapaz, Chiquimula, probably elsewhere), Honduras (Copá;n, Cortés, Ocotepque), Nicaragua (Jinotega, Matagalpa), in primary or secondary cloud forest (including oak forest), montane rain forest, and tropical dry forest, (500) 900-2000 m in elevation.
"
